21	Lander	7,542	0	34.1
22	Casper	58,200	2	28
23	Torrington	6,699	5.2	10.9
24	Riverton	11,076	2.3	30
25	Rawlins	8,806	4.2	19.4
26	Cheyenne	64,178	3.2	39.9
