Rexburg	28,765	0.3	5.83333
Hailey	8,334	2.03333	4.23333
Middleton	7,762	0.575	3.225
Rathdrum	8,508	1.2	15.6667
Preston	5,411	1.33333	10.8
Moscow	25,339	0.833333	19.8
Meridian	103,774	1.4	14.2
Emmett	6,871	3.13333	12.7333
Payette	7,430	2.76667	16.3667
Post Falls	34,144	2.1	21.3333
