Castleton	4,995	0	0
Hinesburg	4,577	0.225	1.75
Shelburne	7,817	0.266667	6.3
Barre Town	7,693	1.06667	10.2333
Middlebury	8,613	0.433333	11.5
Swanton	6,560	0.525	2.8
Essex	21,803	0.6	13.8
Colchester	17,313	1.13333	15.6667
Milton	11,024	0.933333	9.13333
Morristown	5,450	0.966667	11.8667
