185	South Orange Village	16,880	1.3	17.4
186	Belleville	36,075	1.7	16.3
187	Hackensack	44,926	2.6	14.4
188	Elmwood Park	20,277	1.6	16.9
189	Hoboken	55,096	2.2	15.6
190	Wayne Township	54,340	1.2	18.1
191	Glassboro	19,938	1.9	16.4
192	Maple Shade Township	18,772	2	16.2
193	Pine Hill	10,431	2.4	15.5
194	Perth Amboy	52,347	3.2	13.8
195	Hamilton Township, Mercer County	87,889	1.3	19.3
196	Totowa	10,666	1.1	20.5
197	Ocean Township, Monmouth County	26,947	0.7	21.7
198	Willingboro Township	32,124	3.5	14.8
199	Ewing Township	36,142	1.9	19
200	Union City	69,950	3.3	15.4
201	Garfield	32,203	2.5	18.2
202	Egg Harbor Township	43,276	1.4	20.8
203	Keansburg	9,766	3.4	16.4
204	Manville	10,308	1.7	20.8
205	Collingswood	13,843	2.2	20.2
206	Plainfield	50,820	3.8	16.1
207	Pleasantville	20,799	4.4	14.7
208	Harrison	18,058	2.3	20.7
209	Ocean City	11,138	0.4	25.4
210	Somers Point	10,436	1.3	23.6
211	East Orange	64,625	5.2	14
212	Phillipsburg	14,395	3.1	20.5
213	Pemberton Township	27,212	3.3	20.1
214	Middle Township	18,358	2.8	21.5
215	Eatontown	12,364	2.4	22.4
216	Hillside Township	22,078	1.9	24.5
217	Jersey City	270,175	4.6	17.7
218	Secaucus	20,482	1.5	25.7
219	Ventnor City	10,182	1.7	25.4
220	Long Branch	30,750	4	20.8
221	Burlington City	9,817	3.8	21.5
222	Gloucester City	11,167	3	24.1
223	Cherry Hill Township	70,578	1.3	28.7
224	Pennsauken Township	35,420	2.9	25.7
225	Passaic	70,435	5.8	18.4
226	Linden	42,806	2.9	26.3
227	New Brunswick	56,577	5.5	21.4
228	Hamilton Township, Atlantic County	26,380	2.2	32.5
229	Newark	282,258	7.3	20.1
230	Irvington	54,220	6.5	23.6
231	Neptune Township	27,825	3.8	30.6
232	Paramus	26,744	0.9	39.9
233	Deptford Township	30,137	1.6	38.3
234	Lindenwold	17,204	6.5	26.4
235	Paterson	146,893	7.3	24.3
236	Orange City	30,449	7.4	25.4
237	Vineland	60,330	4.3	33.5
238	Elizabeth	129,080	6.9	31
239	Atlantic City	38,271	7.2	30.9
240	Bridgeton	24,386	8.3	29.5
241	Millville	27,837	4.6	43.7
242	Trenton	83,753	11.6	29.5
243	Asbury Park	15,717	11.1	41.5
244	Camden County Police Department	73,140	16.4	30.3
