11	Grafton	4,216	1.9	23.2
12	Dickinson	22,878	2.4	21.9
13	Minot	48,829	2.7	20.7
14	Valley City	6,423	2.5	22.7
15	Jamestown	15,378	2.6	22.2
16	Grand Forks	57,662	2.6	24.5
17	Watford City	7,931	4.5	15.4
18	Bismarck	74,644	3	27.2
19	Devils Lake	7,314	2.3	38.6
20	Mandan	22,743	3.6	30.3
21	Fargo	124,906	4.2	31.5
22	Williston	27,390	5.2	28.3
