name,pop,VC,PC,state
"Robinson Township, Allegheny County",13673,1.5,19.9,PA
Kennedy Township,8183,2.6,16.4,PA
Gettysburg,7637,3.9,11.7,PA
Bensalem Township,60588,1.2,21.3,PA
Monroeville,27628,2.3,17.4,PA
Palmerton,5289,2.5,16.8,PA
DuBois,7409,2,18.4,PA
Danville,4621,3,14.9,PA
Bridgeport,4596,3.3,14.1,PA
Lehighton,5277,1.7,19.7,PA
West Whiteland Township,18393,0.7,23.4,PA
"Lancaster Township, Lancaster County",17272,2.1,18.5,PA
Avalon,4569,3.9,12,PA
Hazleton,24637,4.7,9.3,PA
Glenolden,7163,1.5,20.5,PA
Morrisville,8557,1.2,22,PA
Colonial Regional,17966,0.3,24.9,PA
Rostraver Township,11023,0.7,23.6,PA
Somerset,5899,2.7,16.8,PA
Tyrone,5210,3.5,14.2,PA
Bethlehem,75809,2.7,16.9,PA
South Whitehall Township,19918,0.7,24.2,PA
Upper Chichester Township,17002,2.5,17.8,PA
Lower Southampton Township,19230,3.5,14.5,PA
Moosic,5745,4.4,12.9,PA
Pottsville,13529,3.3,16.8,PA
Caln Township,14316,2.7,19,PA
East Lampeter Township,17133,0.5,26.7,PA
Aliquippa,8946,5.6,9.1,PA
Muhlenberg Township,20303,1.1,24.8,PA
"Allegheny Township, Blair County",6573,5.6,9.1,PA
Altoona,43840,3.8,15.6,PA
Norristown,34531,4,14.8,PA
Upper Darby Township,82931,5.3,10.5,PA
Jim Thorpe,4613,4.1,14.7,PA
Wyomissing,10454,1.2,24.8,PA
Lebanon,25816,3.2,18.2,PA
East Norriton Township,14085,3.1,19,PA
Latrobe,7896,3,19.5,PA
Erie,96758,3.1,19.4,PA
"Plymouth Township, Montgomery County",17756,1.5,25.2,PA
Penn Hills,41143,4.1,16.4,PA
Lansdowne,10650,2.4,22.3,PA
Berwick,10030,3.7,18,PA
Crafton,6223,1.3,26.5,PA
"Butler Township, Butler County",16542,1.5,26.1,PA
Media,5367,6,10.6,PA
Bellevue,8130,2.6,22.5,PA
Pocono Township,10855,2.7,22.2,PA
Williamsport,28331,2.5,22.8,PA
Glassport,4351,2.1,24.4,PA
Quakertown,8824,4.3,16.7,PA
"Hanover Township, Luzerne County",10843,3.8,18.9,PA
Fountain Hill,4721,1.5,27.5,PA
Cheltenham Township,37501,1.9,26.5,PA
Annville Township,4968,7,8.9,PA
Stroud Area Regional,34887,1.9,27.1,PA
West Manchester Township,18833,1.4,29.3,PA
Clairton,6587,3.5,22.2,PA
Manheim,4890,3.3,23.1,PA
Greensburg,14217,4.1,20.5,PA
Charleroi Regional,6519,4,20.9,PA
Allentown,121743,3.4,23.2,PA
Coal Township,10329,5.5,15.8,PA
Whitehall Township,27679,0.8,32.4,PA
Stowe Township,6179,4.4,20.1,PA
"Lawrence Township, Clearfield County",7581,4.1,21.6,PA
Athens Township,5079,2.6,27.2,PA
Folcroft,6615,4.8,19.3,PA
Hermitage,15531,1.2,32,PA
West Hazleton,4466,4.7,20.2,PA
Springettsbury Township,26833,1.6,31.5,PA
"Richland Township, Cambria County",11940,0.6,35.2,PA
Clifton Heights,6709,5.5,18,PA
Butler,13017,3.1,26.7,PA
Greenville,5472,5.5,18.3,PA
Chambersburg,20962,2.9,27.5,PA
Edwardsville,4687,4.7,21.8,PA
Eastern Pike Regional,4604,2.6,29.1,PA
Beaver Falls,9588,4.2,24,PA
Upper Merion Township,30673,0.7,36,PA
Hanover,15653,3.1,27.9,PA
Lewistown,8188,4.4,23.6,PA
Coraopolis,5510,4.5,23.4,PA
Spring Garden Township,13120,3.9,25.8,PA
Center Township,11439,3.3,28.3,PA
New Brighton,8807,4.3,26.5,PA
Wilkes-Barre,40710,5.2,23.7,PA
Selinsgrove,5962,8.2,13.3,PA
Indiana,13039,9,10.7,PA
Sunbury,9469,9.5,9.2,PA
West York,4578,3.1,31.7,PA
Warren,9088,6.4,20.9,PA
South Strabane Township,9467,2,37.5,PA
Swatara Township,26532,3.5,32.6,PA
Plymouth,5789,7.3,19.9,PA
Steelton,5944,6.6,22.4,PA
Shenandoah,4779,9.6,11.7,PA
Taylor,5889,6.5,22.9,PA
Milton,6819,9.7,12.8,PA
New Castle,21910,5.6,27.2,PA
Reading,88466,7,22.4,PA
Corry,6311,6.7,24.9,PA
Sharon,13154,4.9,31.5,PA
Pittsburgh,302544,5.8,30.2,PA
Mount Carmel,5618,10.7,13.2,PA
New Kensington,12377,5.7,30.9,PA
Lancaster,59761,7,26.4,PA
Clearfield,5874,6.1,31.7,PA
Connellsville,7331,4.9,36,PA
Monessen,7287,10.3,18.9,PA
Sharon Hill,5705,6.8,31.6,PA
Scranton,77827,10.4,19.3,PA
Collingdale,8793,7.3,30.7,PA
"Washington, Washington County",13505,7.5,31,PA
Dickson City,5761,4.2,42.7,PA
Yeadon,11512,7.5,33.4,PA
Shamokin,7020,8.1,31.5,PA
Bradford,8244,10.2,25.2,PA
York,44170,10.2,25.7,PA
Farrell,4651,10.3,25.8,PA
Philadelphia,1586916,9.1,31,PA
Pottstown,22792,8.6,33,PA
Harrisburg,49147,10.8,25.5,PA
Duquesne,5544,10.5,29.4,PA
Johnstown,20877,11.5,29.7,PA
"Union Township, Lawrence County",4921,3.3,58.7,PA
Arnold,4868,9.7,38.2,PA
Ambridge,6679,13.3,27.2,PA
McKeesport,20915,15.3,24.2,PA
Darby,10702,13.9,32.3,PA
Chester,34087,13.9,33.8,PA
Uniontown,9751,13.9,46.7,PA
McKees Rocks,5929,16.9,47.2,PA
Bristol,22131,0.666667,5.03333,RI
South Kingstown,30816,0.466667,7.03333,RI
North Kingstown,26101,0.633333,9.9,RI
Cumberland,35018,0.7,8.66667,RI
Smithfield,21746,0.7,9.7,RI
North Providence,32475,1.26667,10.3667,RI
East Providence,47526,1.36667,11.5333,RI
Westerly,22537,0.8,15.9667,RI
Coventry,34814,0.5,6.875,RI
Johnston,29317,1.46667,13.1333,RI
Cranston,81059,1.5,14.1,RI
Lincoln,21900,0.8,17.6,RI
Warwick,80380,0.9,17.1,RI
West Warwick,28464,2.3,10.8,RI
Central Falls,19293,4.3,15.2,RI
Newport,24863,3.4,24.1,RI
Pawtucket,71892,4.5,26.2,RI
Woonsocket,41707,5.9,21.5,RI
Providence,180169,4.5,31.5,RI
Isle of Palms,4396,0.166667,20.1333,SC
Port Royal,13227,2.46667,20.2,SC
Mount Pleasant,89733,1.63333,15.3,SC
Bluffton,22578,1.86667,14.3333,SC
Tega Cay,10763,0.666667,20.2,SC
Edgefield,4756,1.4,10.3,SC
Hanahan,26060,2.43333,16.0667,SC
Mauldin,25418,2.1,17.7333,SC
Fort Mill,18618,2.26667,19.1667,SC
Central,5180,0.525,15.175,SC
Clover,6234,2.56667,23.9,SC
Walhalla,4327,2.33333,20.9333,SC
Ridgeland,4072,2.13333,27.1333,SC
Belton,4402,2.4,45.0667,SC
Goose Creek,43545,3.33333,22.2667,SC
Charleston,137092,2.93333,22.9,SC
Simpsonville,22641,2.73333,33.9,SC
Saluda,3636,4.96667,15.7667,SC
Fountain Inn,8846,3.23333,20.8333,SC
Surfside Beach,4511,1.63333,46.4,SC
North Augusta,23161,1.9,38.6,SC
Summerville,51565,2.7,33.7,SC
Travelers Rest,5183,0.6,47.5,SC
Lexington,21680,3.6,30.5,SC
Williamston,4216,3.8,30.8,SC
Seneca,8371,4.8,25.7,SC
Honea Path,3782,2.1,43.4,SC
Woodruff,4253,3.5,35,SC
Greer,31722,4.2,36.1,SC
Rock Hill,74049,4.9,37.7,SC
Irmo,12413,5.2,36,SC
Abbeville,5059,6.5,28.7,SC
Hardeeville,6561,6.9,27.3,SC
Moncks Corner,11484,5.9,35.6,SC
Greenville,69608,5.3,40.4,SC
Conway,24784,5.7,38.7,SC
Beaufort,13920,5.8,41.7,SC
Lyman,3557,8.4,28.1,SC
Bennettsville,7898,8.1,33.7,SC
Easley,21203,5,59.1,SC
Forest Acres,10375,4.8,63,SC
Mullins,4350,6,56.8,SC
Cayce,14238,7.9,46.4,SC
Columbia,133540,7.4,50.6,SC
York,8203,8.7,44.7,SC
Newberry,10293,8.8,44.4,SC
Clinton,8498,10.1,40,SC
Sumter,39898,9.2,46.9,SC
North Charleston,112840,9.2,58.2,SC
Chester,5394,12.1,42.1,SC
Union,7748,9.4,59.5,SC
Gaffney,12816,8.1,70.8,SC
Laurens,8868,9.7,62.5,SC
Florence,37819,9.6,65.1,SC
Georgetown,8819,11.1,58.1,SC
Lake City,6668,11.2,57.6,SC
Cheraw,5611,10.3,68.8,SC
West Columbia,17368,10.4,74.4,SC
Darlington,5960,11.2,69.3,SC
Camden,7215,12.9,60.7,SC
Orangeburg,12820,13.3,58.5,SC
Barnwell,4385,12.5,65.5,SC
Manning,3958,8.3,92.5,SC
Batesburg-Leesville,5380,17.1,47.4,SC
Greenwood,23265,16.8,68.5,SC
Marion,6416,15.3,81.7,SC
Hartsville,7608,15,86.5,SC
Myrtle Beach,33687,14,105.5,SC
Brandon,10107,0.366667,3.9,SD
Lead,2957,1,4.8,SD
Summerset,2690,0.266667,14.1,SD
Sisseton,2395,1.76667,7.86667,SD
Madison,7441,1.1,10.9333,SD
Beresford,1944,1.5,10,SD
Tea,5725,1.63333,13.3333,SD
Brookings,24206,1.63333,14,SD
North Sioux City,2821,0.266667,18.6667,SD
Hot Springs,3426,2.13333,15.3,SD
Canton,3481,2.3,16.9,SD
Winner,2832,4.6,8.5,SD
Watertown,22323,3,17.1,SD
Vermillion,10804,2.4,20,SD
Belle Fourche,5544,2.3,22.4,SD
Huron,13193,4.2,16.8,SD
Sturgis,6949,3,23.6,SD
Box Elder,9761,4.4,17.9,SD
Aberdeen,28713,4.3,21,SD
Spearfish,11763,2.1,31.9,SD
Flandreau,2332,3.9,24.4,SD
Sioux Falls,180335,4.4,29.3,SD
Yankton,14523,5.2,26.1,SD
Pierre,14050,5,27,SD
Rapid City,75290,6.5,29.1,SD
Mitchell,15653,5.2,36.6,SD
Chamberlain,2388,8,25.5,SD
Church Hill,6664,1,3.63333,TN
Coopertown,4552,0.966667,4.9,TN
Signal Mountain,8602,0.733333,4.83333,TN
Bean Station,3094,1.93333,11.8667,TN
Belle Meade,2917,0.1,9.66667,TN
Loudon,5815,0.933333,11.4333,TN
Oakland,8107,0.666667,9.33333,TN
Brentwood,43507,0.7,9.33333,TN
Atoka,9305,1.53333,10.3333,TN
Pleasant View,4449,0.466667,11.2333,TN
Tiptonville,4304,2.1,8.03333,TN
Spring Hill,41354,1.53333,9.7,TN
Collegedale,12189,0.533333,14.5333,TN
Whiteville,4500,2.06667,5.9,TN
Medina,4313,2.13333,9.66667,TN
Mount Carmel,5345,1.9,8.63333,TN
Huntingdon,3807,1.56667,23.5,TN
Franklin,80825,1.83333,13.4,TN
Germantown,39179,0.933333,13.6,TN
Jonesborough,5446,NA,NA,TN
South Pittsburg,3031,1.6,12.9,TN
McKenzie,5392,1.5,14.1,TN
Nolensville,8545,1.9,14.6,TN
Kingston,5794,2.9,10.7,TN
Fairview,8898,1.7,15.7,TN
Maryville,28961,1.6,16.6,TN
Hendersonville,58437,1.9,15.6,TN
Millersville,6914,3.2,10.7,TN
Collierville,50985,1.6,17,TN
Greenbrier,6899,3.5,9.7,TN
Erwin,5840,2.9,12.3,TN
Mount Juliet,36397,2,17.3,TN
Gallatin,38450,3.1,14,TN
Lafayette,5318,1.9,20.5,TN
Waverly,4093,2.2,19.3,TN
White Bluff,3535,4.2,11.3,TN
Oliver Springs,3256,1.5,22.1,TN
Dandridge,2981,1,24.5,TN
Soddy-Daisy,13804,1.4,22.9,TN
Portland,12887,2.8,17.6,TN
Livingston,4016,2.7,17.9,TN
White House,11818,3,17,TN
Mount Pleasant,4924,3.9,14,TN
Dayton,7365,1.8,23.8,TN
Bartlett,59407,3.2,18.8,TN
Martin,10418,2.6,23.5,TN
Etowah,3461,4.9,14.7,TN
Henderson,6234,4.3,18,TN
Centerville,3557,3.9,19.7,TN
Lenoir City,9284,2.8,24.6,TN
Harriman,6132,2.3,26.9,TN
Jasper,3317,5.1,15.7,TN
Munford,6090,4.4,18.6,TN
Camden,3500,1.4,30.9,TN
Newbern,3334,3.9,22.2,TN
La Vergne,36167,4.3,22.7,TN
Trenton,4043,4.9,22.5,TN
Smithville,4783,3.8,27.4,TN
Red Bank,11768,4.4,25.2,TN
Lewisburg,11967,6.7,18,TN
Algood,4517,2.9,33.9,TN
Paris,10088,4.5,28.1,TN
Somerville,3213,7.5,17.1,TN
Oak Ridge,29067,5.6,25.3,TN
Murfreesboro,140702,4.4,31.4,TN
Goodlettsville,17000,4.6,31.4,TN
Milan,7640,6.4,25,TN
Lebanon,33181,5.6,28.3,TN
Sparta,4951,2.6,41.4,TN
Tullahoma,19321,5.5,32,TN
Bristol,26863,5.6,31.9,TN
East Ridge,21135,4.7,35.4,TN
Clarksville,156264,6.7,28.9,TN
Johnson City,66795,4.1,39.3,TN
Columbia,38802,6.3,32.1,TN
La Follette,6722,3.9,42.4,TN
Hohenwald,3671,6.8,30.8,TN
Humboldt,8110,5.7,35.4,TN
Shelbyville,21708,7,30.3,TN
Cookeville,33785,4.2,42,TN
Oneida,3673,4.9,39.5,TN
Winchester,8504,6.3,34.1,TN
Greeneville,14867,4.4,42.8,TN
Manchester,10719,5.8,37.4,TN
McMinnville,13668,6.3,35.8,TN
Lexington,7673,5.6,40,TN
Madisonville,4754,4.6,45.9,TN
Clinton,10137,5.5,42.5,TN
Springfield,16896,8.6,31.4,TN
Ashland City,4641,2.8,54.7,TN
Elizabethton,13657,4.5,49.8,TN
Fayetteville,7024,8.3,36.2,TN
Bolivar,4954,10.3,28.3,TN
Selmer,4445,9,33.5,TN
Sevierville,16999,5.4,49,TN
Gatlinburg,4192,3.8,55.6,TN
Dunlap,5111,6.7,46.8,TN
Ripley,7977,8.8,38.7,TN
Rogersville,4264,5.4,52.5,TN
Lawrenceburg,10807,6.2,51.4,TN
Knoxville,188653,8,46.8,TN
Morristown,29884,8.1,46.4,TN
Crossville,11535,8.2,46.6,TN
Alcoa,10506,7.8,49.1,TN
Dickson,15637,8.5,48.4,TN
Kingsport,53465,7.6,52.4,TN
Jackson,66848,10,42.9,TN
Pulaski,7650,7.7,52.7,TN
Metropolitan Nashville Police Department,686492,11.1,40.1,TN
Brownsville,9490,11.2,40.6,TN
Rockwood,5417,6.6,58.7,TN
Sweetwater,5873,8.7,52.3,TN
Millington,11016,9.2,53.2,TN
Cleveland,44954,9.2,55.9,TN
Chattanooga,180397,10.5,60.6,TN
Dyersburg,16382,12.5,57.6,TN
Athens,13627,8.7,76.5,TN
Pigeon Forge,6291,8.7,77.3,TN
Newport,6770,8.9,78.9,TN
Savannah,6968,11.6,71,TN
Memphis,652226,19.4,64.1,TN
Fulshear,13790,0.333333,5.9,TX
Hutto,26924,0.7,5.36667,TX
San Elizario,9161,0.133333,1.03333,TX
Trophy Club,13090,0.433333,6.13333,TX
Fairview,9220,0.166667,6.06667,TX
Colleyville,27262,0.233333,5.66667,TX
Fair Oaks Ranch,9516,0.366667,5,TX
West University Place,15759,0.433333,8,TX
Memorial Villages,12402,0.3,7.33333,TX
Murphy,21084,0.366667,6.23333,TX
Fate,13003,0.4,2.075,TX
Horizon City,19978,0.633333,6.43333,TX
Prairie View,6526,1.26667,4.13333,TX
Keller,48439,0.533333,6.16667,TX
Highland Village,16805,0.566667,8.16667,TX
Heath,8938,0.7,6.26667,TX
Sachse,26839,0.533333,10.5333,TX
Melissa,10107,0.733333,6.56667,TX
Flower Mound,78542,0.566667,8.63333,TX
Corinth,21352,1.2,10,TX
University Park,25516,0.4,12.1333,TX
Whitehouse,8406,1.325,3.9,TX
Canyon,15608,0.6,3.45,TX
Friendswood,40419,0.8,7.96667,TX
Manvel,11097,0.866667,10.0333,TX
Wylie,51051,0.966667,8.36667,TX
"Lakeview, Harrison County",6388,0.3,2.83333,TX
Leander,53637,1.1,10.6,TX
Southlake,32639,0.533333,12.8,TX
Woodway,8878,1.3,11.7667,TX
Socorro,34327,1.33333,8.4,TX
Crystal City,7279,2.03333,8.56667,TX
Georgetown,74709,1.16667,10.0333,TX
Cibolo,30768,1.06667,9.76667,TX
Coppell,42415,0.666667,12.5333,TX
River Oaks,7743,1.03333,15.4667,TX
Little Elm,50547,1.16667,6.93333,TX
Elgin,9918,2.35,11.6,TX
Mansfield,70851,1.06667,11.5333,TX
Lockhart,13944,2.03333,18.6667,TX
Forney,21464,1.06667,14.7,TX
Fredericksburg,11490,0.9,13.5667,TX
Celina,10559,1.23333,9.5,TX
Midlothian,26346,1.03333,14.0333,TX
Frisco,187889,0.9,14.4,TX
Lakeway,15722,1.3,11.5333,TX
Allen,103168,0.966667,12.0667,TX
Floresville,7750,2.4,20.3667,TX
Missouri City,75628,1.73333,13.4333,TX
Monahans,7611,1.93333,13.3333,TX
Deer Park,34155,0.9,14.4,TX
Helotes,9456,0.6,16.3,TX
Royse City,13104,1.5,9.8,TX
Cedar Park,79087,1.2,12.2,TX
Anna,13579,1.2,12.8,TX
McKinney,189555,1.5,10.4,TX
Santa Fe,13600,1.3,12.6,TX
Pearland,124179,1,14.8,TX
Lumberton,12948,1.4,11.8,TX
Lago Vista,6923,1.7,10,TX
Bridge City,8208,1.3,13,TX
Roma,11506,2.2,7.1,TX
Hewitt,14556,1.2,14,TX
Rockwall,45183,0.9,16.6,TX
Seabrook,13958,1.8,10.3,TX
Buda,18028,1.1,15.4,TX
Graham,8656,2.3,6.7,TX
Sugar Land,89919,0.9,17.1,TX
Bellaire,19076,1.4,13.9,TX
Kennedale,8587,1.2,15.5,TX
League City,108275,1,16.8,TX
Angleton,19650,1.6,12.3,TX
Kyle,46155,1.7,11.7,TX
Alamo Heights,8629,1.3,15.2,TX
Del Rio,36007,0.6,20.6,TX
Benbrook,23924,1.2,17.2,TX
La Porte,35591,1.8,12.8,TX
Highland Park,9302,0.4,23.1,TX
Sulphur Springs,16111,2.3,9.7,TX
Mission,85368,1.1,18.7,TX
Watauga,24757,1.9,12.9,TX
Joshua,8019,1.6,15.3,TX
Carrollton,138216,1.4,17.1,TX
Plano,289897,1.4,17.1,TX
Rowlett,63863,1.8,14.3,TX
Jersey Village,7974,0.9,20.9,TX
The Colony,43697,2.3,10.9,TX
Seagoville,16981,0.7,22.6,TX
Dumas,14790,1.5,17.5,TX
Round Rock,127354,1.2,19.6,TX
Prosper,22570,2.8,8.3,TX
Robinson,11774,2.1,13.2,TX
Stephenville,21400,1.4,18.9,TX
Bonham,10203,1.7,17.1,TX
Waxahachie,36225,2,14.5,TX
Richardson,119480,1.1,21.1,TX
Ingleside,10453,1.3,19.7,TX
Sealy,6544,2.1,13.9,TX
Pearsall,10525,1.3,19.9,TX
Weatherford,31389,1.8,16.2,TX
Roanoke,8489,2.5,11.7,TX
Princeton,10749,1.8,17,TX
North Richland Hills,71498,1.5,19.4,TX
Gatesville,12377,1.9,16.9,TX
Boerne,17008,1.6,20,TX
Bridgeport,6691,3.3,7.6,TX
Portland,17547,1.4,21.4,TX
White Settlement,18082,1.8,18.7,TX
Crowley,15777,1.1,24,TX
McAllen,144363,0.8,26.7,TX
Schertz,41383,2.3,16.2,TX
Alvin,26798,2.1,17.4,TX
Hidalgo,14133,3.1,10.4,TX
Euless,55731,1.6,21.3,TX
Lake Jackson,27568,1.8,20.1,TX
Jacinto City,10675,1.6,21.7,TX
Galena Park,11000,2.6,14.2,TX
Eagle Pass,29329,1.9,20.5,TX
Azle,12741,2,19.9,TX
Ennis,19367,2.3,17.7,TX
Bedford,49841,1.8,21.2,TX
Burnet,6410,3.6,8.4,TX
Glenn Heights,13375,2.6,15.6,TX
Grapevine,55130,1.6,23.4,TX
Selma,11742,2,20.4,TX
Dickinson,20600,2.1,19.9,TX
Alton,17805,3.2,12.2,TX
College Station,116565,2,20.8,TX
New Braunfels,82739,2.9,14.5,TX
Farmers Branch,38495,1.7,24.1,TX
Cleburne,30317,2.5,17.9,TX
Burleson,47612,2.8,16.3,TX
Nederland,17563,2.7,17.6,TX
Red Oak,13095,1.7,25.7,TX
Kerrville,23532,2.9,17,TX
Harker Heights,31710,2,23.6,TX
Grand Prairie,196535,2.5,19.8,TX
Silsbee,6734,2.7,19.2,TX
Irving,243940,2.1,23.6,TX
Keene,6487,4.2,8.5,TX
Snyder,11337,3,17.5,TX
Huntsville,41651,3.2,16,TX
Kaufman,7428,2.2,24,TX
Cedar Hill,49253,1.7,28,TX
Midland,140072,2.9,19.7,TX
Lewisville,107560,2.6,22.3,TX
Pharr,80814,2.9,19.6,TX
Dalhart,8401,2.7,21.5,TX
Belton,22248,2.6,23,TX
Bee Cave,7253,2.2,25.6,TX
Lampasas,7992,2.6,22.9,TX
El Paso,688442,3.7,15.1,TX
Greenville,27713,3,20.9,TX
Rio Grande City,14617,4,13.3,TX
Freeport,12185,4.1,13.1,TX
Commerce,9307,3.4,18.1,TX
Conroe,87544,2.5,24.9,TX
Decatur,6826,2.5,25.2,TX
Hitchcock,8038,3.2,19.8,TX
Andrews,13845,4,14.4,TX
Taylor,17225,2.9,22.5,TX
Perryton,8675,3.5,18.9,TX
Burkburnett,11221,2.9,23.8,TX
Plainview,20569,2.9,24.5,TX
Liberty,9334,3.5,19.7,TX
Port Neches,12881,4.3,13.8,TX
Rosenberg,38541,4.1,16,TX
Marble Falls,6579,1.4,35.9,TX
Lake Dallas,8084,4.6,12.6,TX
Kirby,8807,3.3,22,TX
Denton,139262,3.2,23.2,TX
Denison,24623,3.7,19,TX
Garland,239577,2.8,26.9,TX
Seguin,29487,3,25.3,TX
Brownfield,9698,4.2,16.2,TX
El Campo,11764,3.7,20.5,TX
DeSoto,54201,3.4,22.8,TX
Kilgore,14978,2.8,27.3,TX
Universal City,20825,3,26.2,TX
Katy,18965,2.6,29.5,TX
Temple,75706,3.1,25.6,TX
Haltom City,44708,3.1,25.8,TX
Laredo,264214,3.4,24.1,TX
Richmond,12130,3.8,21,TX
Clute,11695,3.3,24.8,TX
Brenham,17116,3.8,21.4,TX
La Feria,7384,4.2,18.7,TX
Live Oak,16230,2.6,31.1,TX
Dayton,8070,3,28.6,TX
Hondo,9375,2.9,29.3,TX
San Marcos,66157,4,21.4,TX
Sherman,42448,3.5,25.2,TX
Killeen,148007,3.9,22.5,TX
Copperas Cove,32754,4.4,19.2,TX
Nacogdoches,33703,3,29,TX
Manor,10102,4.1,21.8,TX
Gladewater,6402,3.7,24.4,TX
Groves,15722,4.5,19.5,TX
Beeville,12951,3.1,30.1,TX
Mineral Wells,14729,3.5,26.9,TX
Bryan,85152,3.9,24.3,TX
Kingsville,25383,3.2,29.7,TX
San Juan,37398,4.1,22.9,TX
Navasota,7677,4.4,21.1,TX
Brownsville,184461,3.8,26.2,TX
Hurst,39292,2.4,36.2,TX
Uvalde,16375,2.2,37.9,TX
Hillsboro,8422,2.4,36.8,TX
Athens,12704,4.3,22.5,TX
South Houston,17619,4.1,24,TX
Pasadena,154101,4.4,22.5,TX
Wharton,8754,3.5,29.2,TX
Los Fresnos,7947,5.3,16.6,TX
Lancaster,39772,4.3,24.7,TX
Rockport,10734,2,41.3,TX
Carthage,6555,4,27.3,TX
Tyler,106159,3.9,29.5,TX
Wichita Falls,104738,3.7,30.9,TX
Victoria,67766,4.1,27.8,TX
Pleasanton,10627,2.8,38.2,TX
Vernon,10259,4.5,26.2,TX
Edinburg,92391,3.3,35.2,TX
Longview,81660,4,30.7,TX
Brownwood,18772,4.2,29.3,TX
San Angelo,101084,3.7,33.5,TX
San Benito,24559,2.6,41.5,TX
Forest Hill,13037,4.1,30.9,TX
Terrell,18104,4,32.1,TX
Arlington,400920,4.4,29.4,TX
Mount Pleasant,16291,3.9,34.1,TX
Borger,12675,3.2,39.4,TX
Austin,973344,3.8,34.6,TX
Jacksonville,14960,5.1,25.1,TX
Leon Valley,11598,2.9,42.2,TX
Jasper,7602,2.8,43.5,TX
Seminole,7725,6.7,14.5,TX
Sweetwater,10530,4.7,29.2,TX
Abilene,122480,4.8,28.8,TX
Gainesville,16478,5.8,22,TX
Fort Worth,893756,5,28.5,TX
Mesquite,144558,4,36.2,TX
Texas City,49044,4.8,30.4,TX
Baytown,77539,3.9,37.5,TX
Granbury,10228,2.4,48.3,TX
Lufkin,35937,3.7,39,TX
Willis,6515,6.1,21.6,TX
Weslaco,40856,4,39,TX
Big Spring,28001,5.4,28.4,TX
Galveston,50896,5.2,30.2,TX
Richland Hills,8089,4.7,35,TX
Bay City,17517,4.2,39.2,TX
Fort Stockton,8365,7.8,12.9,TX
Duncanville,39618,5.4,31.6,TX
Hereford,14812,6.5,23.5,TX
Converse,24185,7.1,19.9,TX
Marshall,23146,5.9,29.7,TX
Harlingen,65525,4.2,42.6,TX
Mercedes,16869,4.8,38.3,TX
Corsicana,23660,5.7,32.3,TX
Lamesa,9183,4.7,40.7,TX
Cleveland,8171,4.7,42.5,TX
Port Arthur,55643,7,26,TX
Pampa,17412,5.9,37.5,TX
Waco,138091,6.4,35.1,TX
La Marque,17107,4.3,52.8,TX
Texarkana,37460,4.6,51.1,TX
Alice,18925,4.8,49.6,TX
Balch Springs,25565,7,34.5,TX
San Antonio,1539328,6.3,39.9,TX
Henderson,13241,6.5,39,TX
Addison,15839,4.5,55.1,TX
Dallas,1362465,7.6,32.5,TX
Odessa,119545,8.8,25.1,TX
Corpus Christi,328614,7.6,36.4,TX
Paris,24736,8.8,29.3,TX
Aransas Pass,8280,5.8,53.5,TX
Alamo,19840,6.6,48,TX
Levelland,13646,9.1,31.2,TX
Raymondville,10959,9.7,29,TX
Webster,11194,4.2,69.1,TX
Amarillo,201082,8.1,41.9,TX
Hempstead,7969,10.9,25.3,TX
Pecos,10094,12.3,16.2,TX
"Houston,",2344966,10.3,40.1,TX
Beaumont,119368,10.6,37.8,TX
Lubbock,257372,10,45.6,TX
Bastrop,9050,10.4,43,TX
Bellmead,10587,12.9,62,TX
Humble,16122,9,96.9,TX
Highland/Alpine (Lone Peak),29969,0.166667,6.63333,UT
Spanish Fork,40095,0.4,10.9667,UT
Kaysville,32404,0.6,8.66667,UT
Syracuse,30301,0.7,10.1,UT
North Ogden,19771,0.4,12.4333,UT
Saratoga Springs,31786,0.666667,7.4,UT
Pleasant Grove,39641,0.566667,6.83333,UT
Farmington,25006,0.6,15.2,UT
Lehi,65125,1,12.4667,UT
Clinton,22179,0.6,15.7333,UT
Payson,20079,0.533333,18.9333,UT
American Fork/Cedar Hills,40366,0.6,20.9,UT
Bountiful,44317,1.03333,15.7667,UT
Roy,38834,1.26667,15.0333,UT
Orem,99221,0.7,21.4667,UT
Springville,33824,0.666667,19.9333,UT
Hurricane,17676,1.23333,17.4667,UT
Washington,27705,1.36667,18.3333,UT
Logan,51508,1.1,15.4667,UT
South Jordan,74321,0.8,21.7667,UT
Clearfield,31558,1.9,14.6,UT
North Salt Lake,21190,1.3,19.1,UT
Brigham City,19362,1.4,18.7,UT
Provo,117986,1.8,17.7,UT
Centerville,18013,1.3,21.1,UT
Cottonwood Heights,34054,1.3,23.1,UT
Layton,78052,1.7,20,UT
St. George,86202,2.3,16.1,UT
Draper,48518,1.7,20.1,UT
Sandy,97057,1.6,26.9,UT
Cedar City,32242,2.2,23.3,UT
West Jordan,115392,2.6,26.3,UT
Tooele,35065,3,32.6,UT
Ogden,87616,4.8,36.7,UT
West Valley,137132,6.9,35.8,UT
Murray,49675,4.3,60.9,UT
Salt Lake City,202633,7.3,61.8,UT
South Salt Lake,25160,9.6,71.4,UT
Broadway,3908,0.533333,6.06667,VA
Bridgewater,6125,0.3,3,VA
Lexington,7098,1.03333,7.13333,VA
Berryville,4361,0.433333,9.1,VA
Vienna,16660,0.366667,9,VA
Purcellville,10090,0.866667,5.1,VA
Blacksburg,44853,0.8,7.96667,VA
